sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO58749,TT-T092,17810,2013-05-27,2013-06-03,2013-06-08,5.00,1,5.00
SO58750,FE-6654,18674,2013-05-27,2013-06-03,2013-06-08,22.00,1,22.00
SO58751,FE-6654,14872,2013-05-27,2013-06-03,2013-06-08,22.00,1,22.00
SO58751,LJ-0192-M,14872,2013-05-27,2013-06-03,2013-06-08,50.00,1,50.00
SO58752,FE-6654,15943,2013-05-27,2013-06-03,2013-06-08,22.00,1,22.00
SO58752,HL-U509-R,15943,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58752,GL-H102-L,15943,2013-05-27,2013-06-03,2013-06-08,24.00,1,24.00
SO58753,CA-1098,12538,2013-05-27,2013-06-03,2013-06-08,9.00,1,9.00
SO58754,BK-R89B-52,20377,2013-05-27,2013-06-03,2013-06-08,2443.00,1,2443.00
SO58755,BK-R79Y-48,17042,2013-05-27,2013-06-03,2013-06-08,1701.00,1,1701.00
SO58755,HL-U509-R,17042,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58756,BK-R79Y-48,17144,2013-05-27,2013-06-03,2013-06-08,1701.00,1,1701.00
SO58756,TT-R982,17144,2013-05-27,2013-06-03,2013-06-08,4.00,1,4.00
SO58756,TI-R628,17144,2013-05-27,2013-06-03,2013-06-08,25.00,1,25.00
SO58756,PK-7098,17144,2013-05-27,2013-06-03,2013-06-08,2.00,1,2.00
SO58756,ST-1401,17144,2013-05-27,2013-06-03,2013-06-08,159.00,1,159.00
SO58757,BK-R79Y-48,17029,2013-05-27,2013-06-03,2013-06-08,1701.00,1,1701.00
SO58757,CA-1098,17029,2013-05-27,2013-06-03,2013-06-08,9.00,1,9.00
SO58757,LJ-0192-L,17029,2013-05-27,2013-06-03,2013-06-08,50.00,1,50.00
SO58758,BK-M68S-46,11705,2013-05-27,2013-06-03,2013-06-08,2320.00,1,2320.00
SO58758,TI-M823,11705,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58758,TT-M928,11705,2013-05-27,2013-06-03,2013-06-08,5.00,1,5.00
SO58758,PK-7098,11705,2013-05-27,2013-06-03,2013-06-08,2.00,1,2.00
SO58759,BK-M68S-42,13243,2013-05-27,2013-06-03,2013-06-08,2320.00,1,2320.00
SO58759,BC-M005,13243,2013-05-27,2013-06-03,2013-06-08,10.00,1,10.00
SO58760,BK-M68B-46,13369,2013-05-27,2013-06-03,2013-06-08,2295.00,1,2295.00
SO58760,TI-M823,13369,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58760,TT-M928,13369,2013-05-27,2013-06-03,2013-06-08,5.00,1,5.00
SO58761,BK-M68S-42,13325,2013-05-27,2013-06-03,2013-06-08,2320.00,1,2320.00
SO58761,FE-6654,13325,2013-05-27,2013-06-03,2013-06-08,22.00,1,22.00
SO58761,HL-U509-R,13325,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58762,BK-M38S-42,14305,2013-05-27,2013-06-03,2013-06-08,769.00,1,769.00
SO58762,TI-M602,14305,2013-05-27,2013-06-03,2013-06-08,30.00,1,30.00
SO58762,TT-M928,14305,2013-05-27,2013-06-03,2013-06-08,5.00,1,5.00
SO58762,PK-7098,14305,2013-05-27,2013-06-03,2013-06-08,2.00,1,2.00
SO58763,BK-R19B-48,21000,2013-05-27,2013-06-03,2013-06-08,540.00,1,540.00
SO58764,BK-R19B-48,22402,2013-05-27,2013-06-03,2013-06-08,540.00,1,540.00
SO58765,BK-T79Y-46,29300,2013-05-27,2013-06-03,2013-06-08,2384.00,1,2384.00
SO58765,HL-U509,29300,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58766,BK-T79U-54,11052,2013-05-27,2013-06-03,2013-06-08,2384.00,1,2384.00
SO58766,HL-U509-B,11052,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58767,BK-R89B-58,19785,2013-05-27,2013-06-03,2013-06-08,2443.00,1,2443.00
SO58767,HY-1023-70,19785,2013-05-27,2013-06-03,2013-06-08,55.00,1,55.00
SO58768,BK-T18U-54,29004,2013-05-27,2013-06-03,2013-06-08,742.00,1,742.00
SO58769,BK-R64Y-48,20032,2013-05-27,2013-06-03,2013-06-08,1120.00,1,1120.00
SO58770,BK-R64Y-42,20068,2013-05-27,2013-06-03,2013-06-08,1120.00,1,1120.00
SO58771,BK-R64Y-48,23779,2013-05-27,2013-06-03,2013-06-08,1120.00,1,1120.00
SO58771,TI-R628,23779,2013-05-27,2013-06-03,2013-06-08,25.00,1,25.00
SO58771,PK-7098,23779,2013-05-27,2013-06-03,2013-06-08,2.00,1,2.00
SO58772,CA-1098,13408,2013-05-27,2013-06-03,2013-06-08,9.00,1,9.00
SO58772,BK-T79Y-54,13408,2013-05-27,2013-06-03,2013-06-08,2384.00,1,2384.00
SO58773,BK-T79U-60,28403,2013-05-27,2013-06-03,2013-06-08,2384.00,1,2384.00
SO58773,HL-U509-R,28403,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58774,BK-T79Y-60,13253,2013-05-27,2013-06-03,2013-06-08,2384.00,1,2384.00
SO58774,BC-R205,13253,2013-05-27,2013-06-03,2013-06-08,9.00,1,9.00
SO58774,WB-H098,13253,2013-05-27,2013-06-03,2013-06-08,5.00,1,5.00
SO58775,BK-T79U-54,15927,2013-05-27,2013-06-03,2013-06-08,2384.00,1,2384.00
SO58775,HL-U509-B,15927,2013-05-27,2013-06-03,2013-06-08,35.00,1,35.00
SO58776,BK-T44U-54,12991,2013-05-27,2013-06-03,2013-06-08,1215.00,1,1215.00
SO58776,WB-H098,12991,2013-05-27,2013-06-03,2013-06-08,5.00,1,5.00
SO58776,CA-1098,12991,2013-05-27,2013-06-03,2013-06-08,9.00,1,9.00
SO58776,BC-R205,12991,2013-05-27,2013-06-03,2013-06-08,9.00,1,9.00
SO58777,CL-9009,11887,2013-05-28,2013-06-04,2013-06-09,8.00,1,8.00
SO58778,TI-M602,17054,2013-05-28,2013-06-04,2013-06-09,30.00,1,30.00
SO58779,TI-M602,21972,2013-05-28,2013-06-04,2013-06-09,30.00,1,30.00
SO58779,PK-7098,21972,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58779,CL-9009,21972,2013-05-28,2013-06-04,2013-06-09,8.00,1,8.00
SO58780,TI-M823,21952,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58780,TT-M928,21952,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58780,HL-U509,21952,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58780,GL-H102-S,21952,2013-05-28,2013-06-04,2013-06-09,24.00,1,24.00
SO58781,TI-T723,13048,2013-05-28,2013-06-04,2013-06-09,29.00,1,29.00
SO58781,TT-T092,13048,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58781,LJ-0192-X,13048,2013-05-28,2013-06-04,2013-06-09,50.00,1,50.00
SO58782,TI-T723,12993,2013-05-28,2013-06-04,2013-06-09,29.00,1,29.00
SO58783,BK-R79Y-40,11421,2013-05-28,2013-06-04,2013-06-09,1701.00,1,1701.00
SO58784,BK-R89B-44,27944,2013-05-28,2013-06-04,2013-06-09,2443.00,1,2443.00
SO58784,TI-R982,27944,2013-05-28,2013-06-04,2013-06-09,33.00,1,33.00
SO58784,TT-R982,27944,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58784,HY-1023-70,27944,2013-05-28,2013-06-04,2013-06-09,55.00,1,55.00
SO58784,HL-U509-B,27944,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58784,CA-1098,27944,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58785,BK-R89B-58,16414,2013-05-28,2013-06-04,2013-06-09,2443.00,1,2443.00
SO58785,TI-R982,16414,2013-05-28,2013-06-04,2013-06-09,33.00,1,33.00
SO58786,BK-R89B-52,24569,2013-05-28,2013-06-04,2013-06-09,2443.00,1,2443.00
SO58786,TT-R982,24569,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58786,TI-R982,24569,2013-05-28,2013-06-04,2013-06-09,33.00,1,33.00
SO58787,BK-M38S-38,13806,2013-05-28,2013-06-04,2013-06-09,769.00,1,769.00
SO58787,BC-M005,13806,2013-05-28,2013-06-04,2013-06-09,10.00,1,10.00
SO58787,WB-H098,13806,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58787,HL-U509-B,13806,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58787,LJ-0192-X,13806,2013-05-28,2013-06-04,2013-06-09,50.00,1,50.00
SO58787,GL-H102-S,13806,2013-05-28,2013-06-04,2013-06-09,24.00,1,24.00
SO58788,TI-T723,13071,2013-05-28,2013-06-04,2013-06-09,29.00,1,29.00
SO58789,TT-M928,26455,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58789,TI-M267,26455,2013-05-28,2013-06-04,2013-06-09,25.00,1,25.00
SO58790,TI-R092,27665,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58791,TI-R092,27442,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58791,TT-R982,27442,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58791,PK-7098,27442,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58792,TT-M928,23184,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58792,TI-M602,23184,2013-05-28,2013-06-04,2013-06-09,30.00,1,30.00
SO58792,PK-7098,23184,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58792,CL-9009,23184,2013-05-28,2013-06-04,2013-06-09,8.00,1,8.00
SO58793,TI-M602,23504,2013-05-28,2013-06-04,2013-06-09,30.00,1,30.00
SO58793,PK-7098,23504,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58794,WB-H098,20457,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58794,BC-M005,20457,2013-05-28,2013-06-04,2013-06-09,10.00,1,10.00
SO58794,LJ-0192-L,20457,2013-05-28,2013-06-04,2013-06-09,50.00,1,50.00
SO58794,CA-1098,20457,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58795,BC-M005,20524,2013-05-28,2013-06-04,2013-06-09,10.00,1,10.00
SO58795,WB-H098,20524,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58795,SJ-0194-M,20524,2013-05-28,2013-06-04,2013-06-09,54.00,1,54.00
SO58796,TT-M928,15970,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58796,HL-U509-B,15970,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58797,TT-M928,20734,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58797,PK-7098,20734,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58798,TT-M928,14508,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58798,LJ-0192-S,14508,2013-05-28,2013-06-04,2013-06-09,50.00,1,50.00
SO58799,FE-6654,19232,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58800,FE-6654,14295,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58800,HL-U509-B,14295,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58801,FE-6654,14296,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58801,BC-M005,14296,2013-05-28,2013-06-04,2013-06-09,10.00,1,10.00
SO58801,WB-H098,14296,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58801,CA-1098,14296,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58802,FE-6654,14388,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58802,HL-U509-R,14388,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58802,GL-H102-M,14388,2013-05-28,2013-06-04,2013-06-09,24.00,1,24.00
SO58803,WB-H098,25782,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58803,SJ-0194-X,25782,2013-05-28,2013-06-04,2013-06-09,54.00,1,54.00
SO58804,TI-R628,20568,2013-05-28,2013-06-04,2013-06-09,25.00,1,25.00
SO58804,TT-R982,20568,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58805,TT-R982,22397,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58805,TI-R092,22397,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58805,PK-7098,22397,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58806,TT-T092,11566,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58807,TI-M823,11530,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58807,CA-1098,11530,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58807,FE-6654,11530,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58808,TI-M823,11321,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58809,FE-6654,15564,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58809,BC-M005,15564,2013-05-28,2013-06-04,2013-06-09,10.00,1,10.00
SO58809,HY-1023-70,15564,2013-05-28,2013-06-04,2013-06-09,55.00,1,55.00
SO58810,BK-R79Y-44,17121,2013-05-28,2013-06-04,2013-06-09,1701.00,1,1701.00
SO58810,HL-U509-B,17121,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58811,BK-M68B-46,13238,2013-05-28,2013-06-04,2013-06-09,2295.00,1,2295.00
SO58811,HL-U509-R,13238,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58812,BK-M68S-46,11708,2013-05-28,2013-06-04,2013-06-09,2320.00,1,2320.00
SO58812,PK-7098,11708,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58812,CL-9009,11708,2013-05-28,2013-06-04,2013-06-09,8.00,1,8.00
SO58813,BK-M68S-46,13355,2013-05-28,2013-06-04,2013-06-09,2320.00,1,2320.00
SO58813,TI-M823,13355,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58813,FE-6654,13355,2013-05-28,2013-06-04,2013-06-09,22.00,1,22.00
SO58814,BK-T18Y-54,27908,2013-05-28,2013-06-04,2013-06-09,742.00,1,742.00
SO58814,CA-1098,27908,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58814,HL-U509,27908,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58815,BK-R79Y-40,19565,2013-05-28,2013-06-04,2013-06-09,1701.00,1,1701.00
SO58815,TI-R628,19565,2013-05-28,2013-06-04,2013-06-09,25.00,1,25.00
SO58815,TT-R982,19565,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58816,BK-R79Y-42,19593,2013-05-28,2013-06-04,2013-06-09,1701.00,1,1701.00
SO58816,TI-R628,19593,2013-05-28,2013-06-04,2013-06-09,25.00,1,25.00
SO58816,PK-7098,19593,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58817,BK-R19B-52,21002,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58817,BC-R205,21002,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58818,BK-R19B-52,21387,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58818,TI-R092,21387,2013-05-28,2013-06-04,2013-06-09,21.00,1,-21.00
SO58818,PK-7098,21387,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58819,BK-R89B-58,19611,2013-05-28,2013-06-04,2013-06-09,2443.00,1,2443.00
SO58819,TI-R982,19611,2013-05-28,2013-06-04,2013-06-09,33.00,1,33.00
SO58820,BK-T79U-54,22344,2013-05-28,2013-06-04,2013-06-09,2384.00,1,2384.00
SO58820,HL-U509-B,22344,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58821,BK-T79U-60,22121,2013-05-28,2013-06-04,2013-06-09,2384.00,1,2384.00
SO58821,HL-U509-R,22121,2013-05-28,2013-06-04,2013-06-09,35.00,1,35.00
SO58822,BK-R19B-48,23111,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58822,BC-R205,23111,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58822,WB-H098,23111,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58823,BK-R19B-48,22132,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58823,BC-R205,22132,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58823,WB-H098,22132,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58823,CA-1098,22132,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58824,BK-R19B-58,22972,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58825,BK-R19B-52,25287,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58826,BK-R19B-58,22116,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58826,TI-R092,22116,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58826,PK-7098,22116,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58827,BK-R19B-52,22119,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58827,TI-R092,22119,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58827,PK-7098,22119,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58828,BK-R19B-48,25408,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58828,BC-R205,25408,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58828,WB-H098,25408,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58829,BK-R19B-44,22153,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58829,BC-R205,22153,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58830,BK-R64Y-42,20028,2013-05-28,2013-06-04,2013-06-09,1120.00,1,1120.00
SO58830,SJ-0194-M,20028,2013-05-28,2013-06-04,2013-06-09,54.00,1,54.00
SO58831,BK-R19B-48,11403,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58831,TI-R092,11403,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58831,PK-7098,11403,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58832,BK-R19B-58,26830,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58832,WB-H098,26830,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58832,BC-R205,26830,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58833,BK-R19B-58,11239,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58833,TI-R092,11239,2013-05-28,2013-06-04,2013-06-09,21.00,1,21.00
SO58833,TT-R982,11239,2013-05-28,2013-06-04,2013-06-09,4.00,1,4.00
SO58833,PK-7098,11239,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58834,BK-R19B-52,22585,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58834,BC-R205,22585,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58834,WB-H098,22585,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58835,BK-R19B-44,26214,2013-05-28,2013-06-04,2013-06-09,540.00,1,540.00
SO58835,BC-R205,26214,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58835,WB-H098,26214,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58836,BK-T79Y-50,12653,2013-05-28,2013-06-04,2013-06-09,2384.00,1,2384.00
SO58836,WB-H098,12653,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58836,BC-R205,12653,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58836,GL-H102-L,12653,2013-05-28,2013-06-04,2013-06-09,24.00,1,24.00
SO58837,CA-1098,14211,2013-05-28,2013-06-04,2013-06-09,9.00,1,9.00
SO58837,BK-T44U-54,14211,2013-05-28,2013-06-04,2013-06-09,1215.00,1,1215.00
SO58838,BK-T18U-44,28484,2013-05-28,2013-06-04,2013-06-09,742.00,1,742.00
SO58838,TI-T723,28484,2013-05-28,2013-06-04,2013-06-09,29.00,1,29.00
SO58838,TT-T092,28484,2013-05-28,2013-06-04,2013-06-09,5.00,1,5.00
SO58838,PK-7098,28484,2013-05-28,2013-06-04,2013-06-09,2.00,1,2.00
SO58839,BK-M68B-38,12391,2013-05-29,2013-06-05,2013-06-10,2295.00,1,2295.00
SO58840,LJ-0192-S,11804,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58840,CA-1098,11804,2013-05-29,2013-06-05,2013-06-10,9.00,1,9.00
SO58841,TI-M602,16683,2013-05-29,2013-06-05,2013-06-10,30.00,1,30.00
SO58841,TT-M928,16683,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58841,PK-7098,16683,2013-05-29,2013-06-05,2013-06-10,2.00,1,2.00
SO58842,BC-M005,11463,2013-05-29,2013-06-05,2013-06-10,10.00,1,10.00
SO58842,WB-H098,11463,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58843,TT-T092,23562,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58844,BK-M18S-42,20047,2013-05-29,2013-06-05,2013-06-10,565.00,1,565.00
SO58844,LJ-0192-X,20047,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58845,BK-M18B-40,20046,2013-05-29,2013-06-05,2013-06-10,540.00,1,540.00
SO58845,TI-M267,20046,2013-05-29,2013-06-05,2013-06-10,25.00,1,25.00
SO58845,TT-M928,20046,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58845,FE-6654,20046,2013-05-29,2013-06-05,2013-06-10,22.00,1,22.00
SO58845,BC-M005,20046,2013-05-29,2013-06-05,2013-06-10,10.00,1,10.00
SO58845,WB-H098,20046,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58845,HL-U509,20046,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58845,LJ-0192-X,20046,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58846,BK-M38S-42,16447,2013-05-29,2013-06-05,2013-06-10,769.00,1,769.00
SO58846,BC-M005,16447,2013-05-29,2013-06-05,2013-06-10,10.00,1,10.00
SO58846,WB-H098,16447,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58846,HL-U509,16447,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58847,CA-1098,11699,2013-05-29,2013-06-05,2013-06-10,9.00,1,9.00
SO58847,SJ-0194-L,11699,2013-05-29,2013-06-05,2013-06-10,54.00,1,54.00
SO58848,TT-R982,11215,2013-05-29,2013-06-05,2013-06-10,4.00,1,4.00
SO58848,HL-U509,11215,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58849,TT-R982,27217,2013-05-29,2013-06-05,2013-06-10,4.00,1,4.00
SO58849,TI-R628,27217,2013-05-29,2013-06-05,2013-06-10,25.00,1,25.00
SO58850,TI-R628,11619,2013-05-29,2013-06-05,2013-06-10,25.00,1,25.00
SO58850,PK-7098,11619,2013-05-29,2013-06-05,2013-06-10,2.00,1,2.00
SO58851,TT-R982,11268,2013-05-29,2013-06-05,2013-06-10,4.00,1,4.00
SO58851,PK-7098,11268,2013-05-29,2013-06-05,2013-06-10,2.00,1,2.00
SO58852,TT-T092,28087,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58852,PK-7098,28087,2013-05-29,2013-06-05,2013-06-10,2.00,1,2.00
SO58853,TI-R092,27751,2013-05-29,2013-06-05,2013-06-10,21.00,1,21.00
SO58853,SJ-0194-S,27751,2013-05-29,2013-06-05,2013-06-10,54.00,1,54.00
SO58854,TI-T723,15244,2013-05-29,2013-06-05,2013-06-10,29.00,1,29.00
SO58854,TT-T092,15244,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58854,WB-H098,15244,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58854,BC-R205,15244,2013-05-29,2013-06-05,2013-06-10,9.00,1,9.00
SO58854,HL-U509-B,15244,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58855,TI-R982,24932,2013-05-29,2013-06-05,2013-06-10,33.00,1,33.00
SO58855,TT-R982,24932,2013-05-29,2013-06-05,2013-06-10,4.00,1,4.00
SO58855,HL-U509-B,24932,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58856,TT-M928,25882,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58856,TI-M267,25882,2013-05-29,2013-06-05,2013-06-10,25.00,1,25.00
SO58856,HL-U509-R,25882,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58857,TI-M602,18642,2013-05-29,2013-06-05,2013-06-10,30.00,1,30.00
SO58857,TT-M928,18642,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58857,HL-U509-R,18642,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58858,TT-R982,24430,2013-05-29,2013-06-05,2013-06-10,4.00,1,4.00
SO58858,TI-R982,24430,2013-05-29,2013-06-05,2013-06-10,33.00,1,33.00
SO58858,HL-U509-B,24430,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58858,LJ-0192-L,24430,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58858,SO-R809-M,24430,2013-05-29,2013-06-05,2013-06-10,9.00,1,9.00
SO58859,TI-M602,15748,2013-05-29,2013-06-05,2013-06-10,30.00,1,30.00
SO58859,TT-M928,15748,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58859,HL-U509-R,15748,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
SO58859,LJ-0192-S,15748,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58860,VE-C304-S,23549,2013-05-29,2013-06-05,2013-06-10,64.00,1,64.00
SO58860,TI-M602,23549,2013-05-29,2013-06-05,2013-06-10,30.00,1,30.00
SO58861,CA-1098,19759,2013-05-29,2013-06-05,2013-06-10,9.00,1,9.00
SO58861,SH-W890-S,19759,2013-05-29,2013-06-05,2013-06-10,70.00,1,70.00
SO58862,SH-W890-L,20331,2013-05-29,2013-06-05,2013-06-10,70.00,1,70.00
SO58862,VE-C304-S,20331,2013-05-29,2013-06-05,2013-06-10,64.00,1,64.00
SO58863,SH-W890-L,20125,2013-05-29,2013-06-05,2013-06-10,70.00,1,70.00
SO58863,LJ-0192-X,20125,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58864,SH-W890-L,19660,2013-05-29,2013-06-05,2013-06-10,70.00,1,70.00
SO58864,LJ-0192-X,19660,2013-05-29,2013-06-05,2013-06-10,50.00,1,50.00
SO58865,WB-H098,17489,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58865,SJ-0194-M,17489,2013-05-29,2013-06-05,2013-06-10,54.00,1,54.00
SO58866,WB-H098,24630,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58867,FE-6654,19647,2013-05-29,2013-06-05,2013-06-10,22.00,1,22.00
SO58867,GL-H102-M,19647,2013-05-29,2013-06-05,2013-06-10,24.00,1,24.00
SO58868,TT-M928,12848,2013-05-29,2013-06-05,2013-06-10,5.00,1,5.00
SO58868,TI-M267,12848,2013-05-29,2013-06-05,2013-06-10,25.00,1,25.00
SO58868,HL-U509-B,12848,2013-05-29,2013-06-05,2013-06-10,35.00,1,35.00
